id,customer,product,price,sale_date
1277,Nicole Owens,Monitor,211.06,2023-11-06
1278,Tamara Mcdonald,Camera,831.68,2024-06-30
1279,Michelle Marshall,Tablet,757.56,2024-01-18
1280,Scott Jensen,Mouse,204.5,2025-05-30
1281,Michael Ortega,Keyboard,301.24,2025-02-28
1282,Jody Johnson,Laptop,195.11,2024-07-14
1283,Joel Jackson,Printer,128.16,
1284,Bethany Garcia,Printer,271.6,2025-03-21
1285,Erika Banks,Monitor,15.59,2025-03-03
1286,Jennifer Gutierrez,Headphones,49.54,2024-10-28
1287,Valerie Reyes,Mouse,60.35,2024-04-07
1288,Leslie Mueller,Mouse,844.71,2024-06-15
1289,Kimberly Young,Mouse,554.66,2024-11-28
1290,Timothy Andrews,Tablet,530.14,2024-07-22
1291,Julie Peters,Printer,77.49,2025-03-24
1292,Tyler Jones,Speaker,547.65,2023-10-20
1293,Patricia Gray,Tablet,228.99,2024-07-28
1294,Ann Montoya,Tablet,337.76,2025-05-11
1295,Makayla Smith,Mouse,535.19,2023-11-17
1296,Joseph Price,Smartphone,123.57,2024-09-27
1297,Michael Stewart,Keyboard,905.45,2024-09-21
1298,Elizabeth Harding,Mouse,251.39,
1299,Mrs. Ann Smith,Speaker,916.77,2025-07-23
1300,Cameron Phillips,Speaker,264.02,2024-04-27
1301,Amy Warner,Smartphone,912.22,2025-03-23
1302,Scott Glenn,Tablet,519.17,2024-01-20
1303,Jennifer Flores,Camera,53.41,2024-05-07
1304,Joshua Bates,Keyboard,327.11,2024-07-14
1305,James Middleton,Laptop,175.72,2025-04-07
1306,Zachary Santiago,Printer,537.87,2023-11-08
1307,Alan Griffith,Keyboard,673.63,2024-07-22
1308,William Miller,Speaker,837.31,2024-11-13
1309,Jesus Mccormick,Speaker,650.1,2024-10-16
1310,Christopher Hicks,Headphones,33.52,2024-09-08
1311,Henry Lopez,Smartphone,96.65,2024-10-16
1312,Sarah Young,Monitor,562.5,2024-08-02
1313,Joshua Richardson,Keyboard,911.88,2025-07-17
1314,Michele Wilson,Camera,633.92,2024-07-19
1315,Brenda Simon,Smartphone,395.61,2025-07-20
1316,Dr. Julie Miller,Smartphone,645.01,2025-05-13
1317,John Harmon,Mouse,55.06,2025-07-04
1318,Mark Yates,Tablet,928.77,2024-03-17
1319,Greg Osborne,Monitor,610.5,2024-07-09
1320,Julie Gross,Camera,387.6,2024-06-04
1321,Rebecca Roberts,Smartphone,479.25,2023-08-27
1322,Nicole Acosta,Headphones,749.29,2024-09-17
1323,John Jackson,Printer,302.03,2023-09-08
1324,Rhonda Weber MD,Monitor,680.52,2023-10-01
1325,Sarah Ramirez,Tablet,not_a_price,2023-11-06
1326,Scott Smith,Laptop,51.36,2023-10-22
1327,Kevin Hernandez,Speaker,541.78,2024-06-23
1328,Debbie Haynes,Monitor,217.95,2024-07-21
1329,Shannon Cooper,Tablet,219.62,2023-10-02
1330,Timothy Moore,Printer,151.03,2024-07-29
1331,Patricia Young MD,Mouse,836.4,2024-11-10
1332,Nicholas Reed,Headphones,674.27,2024-11-13
1333,Audrey Jackson,Smartphone,852.87,2024-05-19
1334,Paul Goodwin,Printer,466.65,2024-08-25
1335,Michael Wells,Monitor,674.97,2023-11-16
1336,Alexandra Ho,Keyboard,728.33,2024-06-25
1337,Tonya Vega,Tablet,363.57,2023-08-31
1338,Marcia Blanchard,Keyboard,109.04,2024-06-12
1339,Shannon Rogers,Keyboard,324.61,2024-02-13
1340,Matthew Myers,Mouse,662.83,2025-02-17
1341,Morgan Chapman,Headphones,569.9,2023-12-22
1342,Michael White,Tablet,959.07,2024-09-05
1343,Sandra Smith,Tablet,253.71,2023-10-12
1344,Jeremy Robinson,Speaker,283.91,2024-02-25
1345,Alexander Davis,Tablet,879.11,2025-06-18
1346,Sara Sampson,Tablet,777.02,2024-11-10
1347,Barbara Gates,Laptop,184.01,2023-11-04
1348,Stephanie Knight,Monitor,860.13,2025-07-08
1349,Melissa King,Printer,204.47,2024-07-08
1350,Margaret Livingston,Laptop,730.15,2024-02-20
1351,Steven Carrillo,Printer,635.31,2024-03-25
1352,Benjamin Waters,Mouse,411.08,2024-05-07
1353,Anthony Sosa,Smartphone,556.08,2024-02-11
1354,John Mcfarland,Printer,477.38,2024-10-21
1355,Johnathan Thomas,Tablet,398.57,2025-02-13
1356,Mason Gaines,Mouse,735.89,2025-01-05
1357,Benjamin Duncan,Camera,506.11,2024-02-01
1358,Steven Hernandez,Tablet,507.15,2024-11-12
1359,Mary Adams,Mouse,687.32,2024-12-25
1360,Laura Robertson,Headphones,451.76,2025-06-19
1361,Jeffrey Anthony DDS,Mouse,662.82,2025-02-26
1362,April Finley,UNKNOWN_PRODUCT,939.78,2025-03-21
1363,Mr. Timothy Howard,Keyboard,72.23,2024-12-12
1364,Mark Benjamin,Smartphone,671.9,2023-10-07
1365,Tonya Miller,Tablet,394.21,2024-07-02
1366,Maria Thompson,Smartphone,49.51,2023-08-30
1367,Connor Dominguez,Laptop,706.7,2025-05-18
1368,Heather Miller,Monitor,836.52,2024-11-06
1369,Brenda Lee,Printer,574.46,2025-01-09
1370,Katherine Brown,Speaker,371.64,2024-08-31
1371,Joseph Flowers,Laptop,521.5,2024-06-25
1372,Amanda Brown PhD,Keyboard,521.21,2023-09-02
1373,Robert Contreras,Tablet,491.99,2024-07-02
1374,Shelly Hernandez,Mouse,16.53,2024-09-28
1375,Amanda Thomas,Camera,173.95,2024-11-21
1376,Thomas Williams,Monitor,219.4,2024-12-26
1377,Christopher Williams,Tablet,606.0,2024-03-13
1378,Joy Jackson,Keyboard,420.47,2024-10-07
1379,Ashley Crawford,Laptop,486.7,2025-03-08
1380,Robert Simmons,Keyboard,594.88,2025-03-17
1381,Miss Erika Daugherty,Speaker,not_a_price,2024-09-26
1382,Russell Mcguire,Headphones,not_a_price,2025-02-10
1383,Gabriela Martinez,Smartphone,174.68,2023-11-13
1384,Michael Tran,Printer,958.66,2024-06-17
1385,Amanda Garcia,Mouse,641.25,2025-04-12
1386,Paula Smith,Monitor,947.78,2024-07-22
1387,Christopher Davis,Mouse,992.85,2024-11-20
1388,Jennifer Aguirre,Headphones,227.17,2025-02-16
1389,Christine Bowman,Headphones,796.67,2024-08-18
1390,Todd Bishop,Headphones,626.98,2023-08-29
1391,Jonathan Clements,Headphones,726.94,2024-11-02
1392,Hannah Smith,Camera,600.57,2024-01-21
1393,Joseph Davis,Speaker,391.61,2024-04-22
1394,Kimberly Robinson,Keyboard,527.48,2025-02-15
1395,Destiny Lee,Speaker,828.25,2025-03-06
1396,Tracy Wells,Headphones,481.11,2023-12-08
1397,Amanda Newman,Smartphone,878.98,2024-02-26
1398,Geoffrey Trujillo,Laptop,102.26,2025-02-06
1399,Patrick Buckley,UNKNOWN_PRODUCT,543.89,2023-12-08
1400,Karina Wilson,Printer,426.48,2025-05-17
1401,Leslie Nguyen,Printer,434.67,2023-12-25
1402,Erika Maxwell,Camera,791.66,2024-03-27
1403,Oscar Kane,Mouse,806.57,2024-05-02
1404,John Washington,Mouse,106.74,2025-05-13
1405,Timothy Gibson,Camera,768.2,2024-05-11
1406,Nathan Chen,Laptop,290.43,2025-07-15
1407,,Speaker,265.23,2023-09-14
1408,Samuel Ellis,Mouse,527.32,2023-12-05
1409,Stephen Munoz,Speaker,658.0,2025-03-01
1410,Lisa Jackson,Tablet,414.76,2025-07-11
1411,Angelica Vincent,Speaker,655.06,2024-07-24
1412,Leslie Hood MD,Printer,429.33,2025-01-16
1413,Danielle Murphy,Monitor,991.88,2024-09-28
1414,Leslie Hernandez,Keyboard,419.1,2024-09-24
1415,William Williams,Camera,186.93,2024-07-11
1416,Amanda Schmidt,Camera,261.24,2024-07-17
1417,Samantha Chavez,Tablet,776.45,2024-01-24
1418,Alexandria Dennis,Headphones,856.45,2025-06-26
1419,Edward Holland,Keyboard,452.13,2023-10-07
1420,Eric Warner,Headphones,109.28,2025-04-20
1421,Allison Gibson,Tablet,802.85,2025-02-16
1422,Jennifer Clarke,Smartphone,169.13,2024-04-28
1423,Mark Dalton,Smartphone,806.33,2023-09-22
1424,Faith Johnson,Camera,926.6,2024-06-08
1425,Tracy Daniels,Laptop,270.46,2025-03-04
1426,Angela Gilmore,Mouse,47.38,2025-01-20
1427,Tony Leonard,Speaker,617.83,2025-05-12
1428,Jacob Harvey,Mouse,66.89,2024-04-25
1429,Justin Jones,Headphones,643.89,2025-01-01
1430,William Allen,Keyboard,852.06,2023-10-24
1431,Todd Carpenter,Printer,not_a_price,2025-07-03
1432,Patrick Perez,Mouse,not_a_price,2024-04-15
1433,Michael Ramirez,Smartphone,975.89,2023-09-17
1434,John Rose,Monitor,781.88,2023-10-30
1435,Meghan Patel,Speaker,411.4,2024-03-02
1436,Rebecca Dougherty,Smartphone,739.56,2025-03-15
1437,Ana Mcclain,Laptop,554.1,2024-07-01
1438,Steven Roberts,Printer,915.86,2025-07-01
1439,Donald Terry,Monitor,234.03,2024-07-29
1440,Kelly Burton,Camera,930.42,2024-03-03
1441,Kimberly Anderson,Monitor,183.28,2024-04-11
1442,Matthew Carter,Printer,81.66,2023-09-17
1443,Crystal Meza,Laptop,804.91,2024-11-15
1444,Grant Lucas,Printer,815.02,2024-03-27
1445,Melissa Wilkinson,Camera,966.39,2024-06-22
1446,Carlos Clarke,Keyboard,759.9,2023-12-05
1447,John Arellano,Camera,684.78,2025-02-14
1448,Harry Bryant,Smartphone,487.15,2023-12-01
1449,Michelle Mitchell,Speaker,637.33,2025-07-13
1450,Melissa Estrada,Keyboard,802.16,2023-11-22
1451,Andrew Stewart,Tablet,521.34,
1452,Cody Hart,Keyboard,294.42,2023-08-27
1453,Gregg Watson,Tablet,85.27,2024-08-30
1454,Eric Knapp,Camera,320.73,2024-05-23
1455,Mr. Jimmy Flores Jr.,Mouse,276.39,2025-01-22
1456,Erin Thornton,Keyboard,504.01,2024-07-13
1457,Tony Hooper,Keyboard,874.02,2024-09-24
1458,Keith Meadows,Keyboard,836.59,2024-06-20
1459,Monique Mccullough,Tablet,164.44,2023-11-11
1460,Elizabeth Morales,Laptop,679.05,2025-04-07
1461,Brandon Brown,Mouse,16.56,2024-11-12
1462,Courtney Walls,Smartphone,849.53,2024-02-21
1463,Joshua Griffin,Tablet,497.42,2024-12-04
1464,Jorge Lee,Mouse,870.08,2024-03-21
1465,Terri Kerr,Printer,287.46,2024-04-21
1466,Scott Wood,Mouse,136.96,2024-04-30
1467,Gregory Madden,Speaker,483.54,2025-05-02
1468,Nicholas Wallace,Printer,353.82,2025-07-27
1469,Donna Shaffer,Headphones,462.62,2025-07-11
1470,Steven Taylor,Printer,465.47,2024-10-04
1471,Daniel Wells,Smartphone,677.36,2025-04-27
1472,Mrs. Toni Avila,Laptop,332.18,2023-10-05
1473,Thomas Perry,Monitor,195.28,2024-09-11
1474,Nicole Taylor,Monitor,476.63,2023-12-15
1475,Julian Williams,Tablet,192.07,2025-03-27
1476,Elizabeth Hansen,Speaker,703.71,2024-07-05
1477,Aaron Baker,Speaker,286.83,2025-06-30
1478,Kaitlyn Valdez,Headphones,979.48,2025-05-15
1479,John Watts,Laptop,723.61,2024-01-27
1480,Donald Gamble,Printer,437.9,2023-09-19
1481,Lauren Cunningham,Headphones,802.04,2025-04-27
1482,Karen Benson,Camera,807.61,2023-10-28
1483,Laura Bruce,Camera,143.13,2023-11-29
1484,Francisco Johns,Printer,538.64,2023-11-09
1485,Dominic Barnes,Camera,307.03,2025-05-29
1486,Dylan Moreno,Mouse,57.23,2025-06-16
1487,Pamela White,Headphones,69.44,2023-10-10
1488,Kimberly Brennan,Camera,840.58,2025-03-28
1489,Elizabeth Jennings,Tablet,267.17,2024-12-17
1490,Kevin Morrow,Printer,932.53,2023-08-11
1491,Jacqueline Washington,Smartphone,417.64,2024-04-06
1492,Ashley Moore,Mouse,206.97,2024-01-10
1493,Steven Austin,Printer,182.79,2025-03-31
1494,Kim Arnold,Tablet,331.84,2025-02-04
1495,Joe Jones,Camera,890.74,2025-03-22
1496,Karen Collins,Monitor,469.11,2024-04-23
1497,Stacy Harper,Headphones,644.17,2025-02-10
1498,Michael Johnson,Speaker,634.96,2025-03-19
1499,Scott Thomas,Laptop,88.32,2024-01-14
1500,Carlos Miller,Tablet,323.71,2024-12-18
1501,Angela Hampton,Monitor,609.33,2025-02-05
1502,Brian Mcguire,Camera,783.16,2024-08-11
1503,Bryan King,Mouse,525.73,2023-09-19
1504,Nicole Patton,Headphones,not_a_price,2025-06-04
1505,Steven Lopez,Monitor,941.03,2024-04-14
1506,Ryan Mcmahon,Laptop,218.47,2025-06-25
1507,Christopher Mason,Laptop,73.15,2025-01-15
1508,Kelly Garcia,Printer,63.29,2024-09-27
1509,Daniel Lee,Printer,767.35,2024-02-24
1510,Kimberly Beltran,Monitor,621.92,2023-10-13
1511,Jonathan Zimmerman,Speaker,316.28,2024-04-25
1512,Jessica Rosario,Monitor,448.73,2023-12-12
1513,James Lewis,Printer,840.13,
1514,William Martinez,Tablet,865.6,2023-10-21
1515,Philip Bush,Printer,935.51,2024-09-12
1516,Garrett Wilson,Headphones,969.85,2024-02-25
1517,Emily Cherry,Headphones,594.92,2024-06-21
1518,Donna Wyatt,Mouse,440.63,2023-12-18
1519,Ryan Alvarez,Printer,316.56,2024-12-10
1520,Zachary Vasquez,Printer,234.86,2023-10-17
1521,Matthew Miller,Monitor,372.13,2023-11-14
1522,Kevin Garcia,Monitor,20.45,2025-06-08
1523,Amy Hester,Headphones,350.45,2024-04-05
1524,Wanda Martinez,Smartphone,690.89,2025-04-05
1525,Diana Reeves,Camera,306.61,2024-09-30
1526,Richard Schneider,Monitor,601.03,2024-05-20
1527,Larry Sullivan,Printer,379.91,2024-07-21
1528,Randy Rodriguez,Printer,442.74,2024-02-01
1529,Mark Taylor Jr.,Speaker,830.14,2023-09-09
1530,Michael Stanton,Laptop,428.02,2024-05-07
1531,Brittany Howell,Mouse,809.5,2023-10-11
1532,Paul Saunders,Monitor,651.97,2025-03-03
1533,Matthew Henry,Monitor,418.77,2024-02-09
1534,Scott Payne,Headphones,145.26,2025-06-28
1535,Jeffrey Melendez,Camera,621.55,2024-05-08
1536,James Stevens,Mouse,497.08,2023-08-26
1537,Shannon Turner,Headphones,59.14,2024-12-30
1538,Chad Baldwin MD,Headphones,972.61,2023-10-20
1539,Mary Jennings,Headphones,718.04,2024-09-23
1540,Scott Hunter,Keyboard,not_a_price,2024-05-14
1541,Wesley Jensen MD,Tablet,426.04,2025-07-16
1542,Alfred Williams,Camera,997.98,2025-04-04
1543,Patrick Johnson,Smartphone,336.95,2025-05-14
1544,Brent Reed,Headphones,65.48,2024-04-19
1545,Matthew Wright,Laptop,547.76,2024-11-17
1546,Susan Jones,Monitor,819.08,2024-03-11
1547,Alejandro Nguyen,Laptop,974.85,2024-07-03
1548,Laura Valenzuela,Speaker,773.51,2024-02-12
1549,Leah Odom,Smartphone,207.19,2024-05-04
1550,Kenneth Stokes,Laptop,525.93,2023-10-14
1551,Gabriella Shaw,Camera,395.23,2025-02-11
1552,Lucas Cox,Tablet,167.03,2024-06-15
1553,Ryan Cobb PhD,Printer,525.72,2024-08-27
1554,Anthony Davies,Monitor,206.74,2024-05-21
1555,Patrick Davis,Keyboard,973.54,2025-04-10
1556,George Jones,Speaker,331.27,2025-03-09
1557,Daniel Flynn,Monitor,588.85,2024-11-20
1558,Robert Reynolds,UNKNOWN_PRODUCT,18.84,2024-08-30
1559,James Weber,Mouse,163.44,2024-06-28
1560,Catherine Smith,Keyboard,166.12,2024-12-28
1561,Laura Lewis,Mouse,345.04,2025-07-05
1562,Julie Giles,Smartphone,69.18,2024-08-25
1563,Patricia Hamilton,Printer,793.55,2024-09-18
1564,Kelly Diaz,Keyboard,323.57,2023-11-18
1565,Michael Evans,Tablet,807.47,2024-06-15
1566,Ronald Brown,Keyboard,31.14,2023-12-28
1567,Rodney Lucas,UNKNOWN_PRODUCT,258.19,2024-02-05
1568,Jennifer Wilson,Printer,301.77,2023-12-20
1569,Ronald Marshall,Keyboard,571.03,2024-09-14
1570,Matthew Johnson,Tablet,735.08,2023-11-26
1571,David Lara,Mouse,915.33,2024-11-25
1572,Samuel Stuart,Laptop,535.83,2024-07-22
1573,Scott Miller,Monitor,546.19,2024-10-14
1574,Stephanie Russell,Printer,385.25,2024-04-23
1575,Ann Hahn,Smartphone,623.54,2025-01-12
1576,Brian Navarro,Mouse,246.4,2025-06-13
1577,Sandra Herring,Printer,820.86,2025-06-12
1578,Stephen Young,Camera,768.08,2023-10-30
1579,Erin Silva,Monitor,329.37,2024-05-13
1580,Cynthia Henderson,Laptop,105.29,2023-11-15
1581,Wayne Gonzales,Smartphone,836.84,2024-02-03
1582,Katherine Brooks,Smartphone,210.06,2025-06-25
1583,Jeff Vega,Laptop,41.5,2025-07-06
1584,Taylor Cox,Speaker,661.34,2025-01-06
1585,Alisha Rasmussen,Mouse,263.38,2024-10-17
1586,Mary Everett,Mouse,not_a_price,2024-12-18
1587,Cynthia Tran,Camera,929.12,2024-03-15
1588,Heidi Burnett,Camera,803.01,2023-10-30
1589,Shannon Price,Printer,746.04,2025-05-28
1590,William Scott,Tablet,796.31,2023-10-06
1591,,Mouse,273.16,2025-05-13
1592,Lynn Suarez,Monitor,87.16,2025-02-12
1593,Andrew Delacruz,Printer,106.15,2025-03-25
1594,Kaitlin Gutierrez,Printer,391.48,2025-04-07
1595,Sherri Wilkins,Keyboard,574.33,2025-03-26
1596,Katie Bell,Printer,751.7,2024-10-15
1597,Nancy Chavez,Laptop,768.62,2023-08-21
1598,Martin Mccoy,Camera,705.52,2025-03-02
1599,James Fuller,Laptop,175.14,2024-03-18
1600,Christopher Black,Speaker,509.65,2025-07-10
1601,Pamela Bradford,Printer,998.45,2024-12-15
1602,Emma Mendoza,Tablet,903.46,2025-01-20
1603,Michael Serrano,Tablet,846.41,2025-03-08
1604,Jason White,Speaker,827.89,2025-05-03
1605,Stacey Walker,Keyboard,567.51,2025-06-25
1606,Maria Sims,Printer,926.89,2025-05-25
1607,Christina Haynes,Camera,453.02,2023-12-03
1608,Jeffrey Green,Smartphone,983.13,2023-10-06
1609,Travis Wilson,Printer,143.73,2025-01-08
1610,Thomas Chavez,Smartphone,307.33,2024-12-06
1611,Micheal Lee,Tablet,31.48,2025-04-23
1612,Donna Snyder,Monitor,919.92,2023-11-05
1613,Lindsay Carney,Mouse,926.66,2024-02-24
1614,Jennifer Ortiz,Smartphone,465.77,2023-11-16
1615,Dennis Williamson,Monitor,373.41,2025-05-26
1616,Michael Ellis,Keyboard,263.68,2023-08-09
1617,Frank Steele,Mouse,405.8,2024-12-16
1618,Michelle Fitzgerald,Laptop,726.34,2024-02-05
1619,Anthony Cook,Headphones,493.39,2024-01-20
1620,Yesenia Crosby,Mouse,821.32,2025-07-09
1621,Nicole Williams,Monitor,47.0,2024-02-03
1622,Elizabeth Foster,Speaker,87.69,2024-04-29
1623,Kristin Carpenter,Tablet,354.45,2024-02-08
1624,Tara Humphrey,Speaker,930.94,2023-11-06
1625,Joseph Thomas,Keyboard,750.2,2023-10-26
1626,Carl Savage,Smartphone,637.55,2025-04-03
1627,Tammy Campbell,Smartphone,not_a_price,2025-05-04
1628,Pam Baker,Tablet,507.38,2024-03-17
1629,Emily Vang,Smartphone,676.9,2025-02-10
1630,Samuel Sandoval,Camera,755.31,2025-03-07
1631,Charles Hall,Laptop,229.86,2023-08-28
1632,Michael Graham,Speaker,156.53,2025-07-29
1633,Amanda Kelly,UNKNOWN_PRODUCT,575.73,2025-01-01
1634,Mr. Ryan Camacho,Monitor,94.23,2023-10-31
1635,Sean White,Headphones,764.41,2023-12-03
1636,Denise Macdonald,Keyboard,492.98,2024-10-03
1637,Valerie Fox,Keyboard,565.56,2024-09-22
1638,Billy Tate,Printer,253.78,2024-12-08
1639,Allison Maldonado,Speaker,330.18,2024-12-11
1640,Kevin Bean,Laptop,121.4,2025-04-04
1641,Brad Rivas,Tablet,354.82,2024-11-26
1642,Tyler Wheeler,Mouse,658.86,2023-08-06
1643,Mary Tapia,Headphones,987.78,2024-03-26
1644,Morgan Bernard,Camera,626.95,2024-09-21
1645,Anthony Schneider,Keyboard,207.69,2024-03-25
1646,Benjamin Crane,Laptop,121.25,2024-05-06
1647,Christopher Hanna,Mouse,927.46,2025-04-25
1648,Samuel Martin,Monitor,23.6,2025-02-21
1649,Paul Valdez,Laptop,312.07,2023-10-29
1650,Jeffrey Drake MD,Tablet,216.92,2024-12-14
1651,Max Collier,Keyboard,550.96,2024-08-10
1652,Stephen Alvarez MD,Printer,488.2,2024-06-06
1653,Rita Austin,Headphones,698.12,2024-06-14
1654,Andrew Peterson,Speaker,587.17,2024-07-05
1655,Michael Moore,Smartphone,262.9,2024-07-29
1656,Kelly Roberts,Keyboard,791.3,2024-06-16
1657,Karen Hernandez,Smartphone,470.31,2023-11-03
1658,Sarah Mills,Laptop,394.76,2024-03-04
1659,Billy Williams,UNKNOWN_PRODUCT,865.64,2023-10-19
1660,Brandon Guerrero,Keyboard,979.99,2024-09-20
1661,David Miller,Laptop,904.83,2024-08-04
1662,Matthew White,Mouse,536.25,2023-12-13
1663,Bradley Mcdowell,Printer,967.12,2024-03-06
1664,Jordan Santiago,Smartphone,49.35,2024-10-31
1665,Vincent Savage,Monitor,340.23,2023-12-16
1666,Paul Munoz,Headphones,28.19,2025-04-30
1667,Joseph Smith,Tablet,628.98,2023-10-26
1668,John Holt,Printer,283.12,2025-04-28
1669,Lindsay Tucker,Monitor,879.89,2024-10-27
1670,Heather Nunez,Smartphone,944.7,2024-12-18
1671,Eric Martinez,Keyboard,160.19,2023-08-12
1672,Alan Waller,Headphones,96.92,2025-04-20
1673,Matthew Santos,Mouse,873.97,2024-06-15
1674,Rachel Lee,Speaker,247.96,2024-03-08
1675,John Johnson,Monitor,910.64,2023-12-01
1676,Michael Maynard,Printer,140.45,2024-07-11
1677,Lauren Harris,Mouse,545.94,2024-09-21
1678,Amber Smith,Headphones,315.91,2024-11-04
1679,Veronica Allison,Printer,910.47,2025-01-21
1680,Kristen Roberts,Headphones,659.67,2024-07-23
1681,Mr. Logan Gregory,Headphones,324.32,2025-03-20
1682,Miguel Rice MD,Laptop,192.29,2024-03-19
1683,Steven Butler,Headphones,729.81,2024-07-13
1684,Todd Reed DDS,Speaker,961.58,2023-08-17
1685,Corey Cooper,Monitor,160.44,2024-01-18
1686,Terry Morgan,Headphones,192.9,2024-10-15
1687,Mary Anderson,Mouse,620.78,2024-03-03
1688,Toni Whitaker,Mouse,238.6,2024-12-06
1689,Rebecca Marsh,Smartphone,365.67,2025-04-10
1690,Diane Curry,Camera,142.75,2024-12-01
1691,Curtis Obrien,Camera,714.9,2023-10-14
1692,Xavier Torres,Speaker,496.53,2024-01-02
1693,Albert Ibarra,Keyboard,234.01,2024-04-18
1694,Ronald Kline,Smartphone,926.18,2023-08-25
1695,Jeffrey Williamson,Keyboard,744.94,2023-10-29
1696,David Peterson,Keyboard,75.47,2024-04-17
1697,Shawn Adams,Camera,868.46,2023-11-20
1698,Kaylee Caldwell,Tablet,868.11,2024-12-30
1699,Jessica Bryant,UNKNOWN_PRODUCT,410.82,2025-04-08
1700,Brian Bishop,Tablet,400.21,2025-02-23
1701,Samantha Williams,Mouse,597.87,2023-10-18
1702,Shelby Bartlett,Smartphone,525.44,2023-11-24
1703,Jeremy Hunter,Smartphone,879.0,2025-01-18
1704,Matthew Cook,Printer,401.66,2023-11-10
1705,Jessica Perry,Printer,393.52,2025-02-14
1706,Robert Peterson,Smartphone,197.95,2024-08-05
1707,Jaime Fischer,Monitor,775.94,2024-04-21
1708,Brittany Molina,Headphones,428.24,2024-06-05
1709,Robert Gutierrez,Smartphone,693.05,2024-05-27
1710,Samuel Norton,Camera,831.59,2024-04-22
1711,Charles Smith,Printer,122.04,2025-03-13
1712,Angela Edwards,Printer,143.95,2025-07-19
1713,Antonio Malone,Camera,34.66,2024-11-26
1714,Stephanie Brown,Keyboard,883.72,2024-11-05
1715,Mary Meyer,Tablet,694.8,2024-03-05
1716,Michael Spencer,Headphones,721.19,2024-03-11
1717,Susan Smith,Laptop,709.16,2024-02-22
1718,Tami Graves,Laptop,528.58,2024-06-23
1719,Joshua Kramer,Printer,615.95,2024-11-20
1720,Stacy Harrington,Printer,386.8,2024-05-23
1721,Eric Johnson,Tablet,569.84,2024-04-02
1722,Natalie Martinez,Headphones,170.5,2025-07-27
1723,Brandon Arnold,Smartphone,425.39,2024-08-17
1724,Caitlin Johnson,Camera,295.89,2025-03-06
1725,Daisy Schroeder,Headphones,960.83,
1726,Mrs. Amy Watson,Smartphone,464.06,2024-11-02
1727,Anthony Curtis,Printer,809.38,2023-11-01
1728,Norman Chavez,Camera,245.5,2025-07-20
1729,Virginia Cunningham,Camera,459.2,2025-05-16
1730,Kim Larson,Mouse,604.1,2024-04-14
1731,Richard Espinoza,Printer,285.33,2024-12-05
1732,Kelly Wright,Keyboard,58.43,2024-03-28
1733,Samantha Ward,Tablet,46.35,2023-10-12
1734,Sandra Miller,Mouse,839.63,2023-09-16
1735,Karen Griffin,Laptop,58.54,2024-04-27
1736,Leah Stone,Headphones,169.72,2024-05-16
1737,Jonathan Henderson,Mouse,576.56,2024-06-18
1738,Katherine Mcpherson,Camera,751.84,2025-03-26
1739,Cameron Dawson,Smartphone,102.2,2023-11-04
1740,Sharon Wilson,Tablet,898.55,2024-01-04
1741,Paul Raymond,Speaker,844.88,2024-04-27
1742,Lindsay Ortiz,Camera,143.2,2023-10-29
1743,Amanda Hernandez,Monitor,335.92,2024-04-29
1744,Elizabeth Tucker PhD,Keyboard,698.87,2023-11-13
1745,Amber Shannon,Laptop,575.65,2025-05-12
1746,Robert Burns,Printer,987.32,2023-10-30
1747,Seth Butler,Mouse,934.55,2024-09-23
1748,Stephanie Harrington,Monitor,432.78,2024-07-14
1749,Lisa Gill,Monitor,530.14,2024-08-04
1750,Jerry Cole,Tablet,927.83,2025-04-26
1751,Robert Beck,Camera,524.51,2024-05-27
1752,James Weaver,Camera,809.9,2025-07-02
1753,Nancy Brewer,Keyboard,711.5,2025-04-26
1754,Laura Hogan,Smartphone,127.03,2024-12-31
1755,Becky Hansen,Laptop,740.09,2023-12-20
1756,Laura Brown,Mouse,999.0,2024-09-21
1757,John Prince,Tablet,356.15,2023-10-28
1758,Catherine Smith,Keyboard,21.18,2025-02-27
1759,Michael Clay,Monitor,261.87,2024-06-21
1760,Lisa Morales,Monitor,511.62,2023-09-03
1761,Allison Kim,Smartphone,122.7,2024-05-31
1762,Emily Scott,Speaker,727.15,2023-10-24
1763,Christopher Thomas,Smartphone,833.72,2024-02-04
1764,Eric Russell,Tablet,923.06,2023-12-03
1765,Erika Johnson,Camera,799.28,2023-09-13
1766,Francisco Gutierrez,Camera,163.83,2024-03-26
1767,Ronald Martinez,Printer,896.97,2023-12-28
1768,Laurie Vasquez,Speaker,928.51,2025-02-01
1769,Brian Brown,Printer,306.35,2024-07-06
1770,John Russell,Tablet,559.63,
1771,Debra Richmond,Tablet,75.55,2024-12-07
1772,Justin Glover,Smartphone,345.76,2024-03-11
1773,Bradley Fields,Printer,843.98,2023-12-28
1774,Jacqueline Galloway,Speaker,195.51,2025-02-23
1775,Jessica Buck,Monitor,708.21,2024-06-27
1776,John Calderon,Smartphone,278.78,2024-02-29
1777,April Mahoney,Keyboard,377.87,2024-07-19
1778,Sara James,Monitor,223.98,2024-04-14
1779,Lauren Dixon,Laptop,not_a_price,2023-09-04
1780,Kristine Turner,UNKNOWN_PRODUCT,449.34,2024-05-16
1781,Charles Hawkins,Printer,162.54,2024-02-22
1782,Leroy Bernard,Camera,735.12,2024-03-21
1783,Grace Green,Tablet,151.86,2025-02-02
1784,David Bird,Printer,679.95,2024-04-07
